,url,keyword,terms,error,access_date
0,https://jobs.productsthatcount.com/companies/uber/jobs/28625643-lead-product-manager-uber-connect-consumer-growth#content,Qualifications,"['Minimum 6 years experience delivering successful and innovative products with your fingerprints all over them', 'Consumer growth experience. You would have directly worked on growing usage and engagement of a tech consumer product, ideally within a marketplace business. You are familiar with consumer funnel analysis, experiment design, marketing tech, CRM, and conversion tactics', 'Technical savviness. Can manifest in different ways: a computer science undergraduate degree, hands-on software engineering experience, or experiences building complex software products side by side with engineers. Technical understanding must go from the highest abstractions down to the metal', 'Attention to detail. The ability to obsess over every single part of the experience', ""Customer obsession. The ability to take on complex product challenges and find elegant, simplifying solutions to avoid making them our user's and partner’s problems"", 'Finger-tippiness with data. You find a way to get the data you need and whip it into an insightful story with no help. You know how to maximise this data to make decisions without getting stuck in analysis paralysis', 'A “Driver” mentality. You are biased toward action, a great collaborator, a master disambiguator/simplifier, and constantly pushing toward clarity and delivery', 'Grittiness. You never hesitate to roll up your sleeves and tackle something hands-on', 'A high bar across the board — from your own contributions to the people you work with to the products you work on', 'A true passion for Uber’s mission, our products, and the company’s hybrid technology/operations nature', 'A never-ending desire to grow and learn']",,2023-08-16 14:42:35.343184
1,https://jobs.productsthatcount.com/companies/uber/jobs/28625642-lead-product-manager-uber-connect-consumer-growth#content,Qualifications,"['Minimum 6 years experience delivering successful and innovative products with your fingerprints all over them', 'Consumer growth experience. You would have directly worked on growing usage and engagement of a tech consumer product, ideally within a marketplace business. You are familiar with consumer funnel analysis, experiment design, marketing tech, CRM, and conversion tactics', 'Technical savviness. Can manifest in different ways: a computer science undergraduate degree, hands-on software engineering experience, or experiences building complex software products side by side with engineers. Technical understanding must go from the highest abstractions down to the metal', 'Attention to detail. The ability to obsess over every single part of the experience', ""Customer obsession. The ability to take on complex product challenges and find elegant, simplifying solutions to avoid making them our user's and partner’s problems"", 'Finger-tippiness with data. You find a way to get the data you need and whip it into an insightful story with no help. You know how to maximise this data to make decisions without getting stuck in analysis paralysis', 'A “Driver” mentality. You are biased toward action, a great collaborator, a master disambiguator/simplifier, and constantly pushing toward clarity and delivery', 'Grittiness. You never hesitate to roll up your sleeves and tackle something hands-on', 'A high bar across the board — from your own contributions to the people you work with to the products you work on', 'A true passion for Uber’s mission, our products, and the company’s hybrid technology/operations nature', 'A never-ending desire to grow and learn']",,2023-08-16 14:42:37.384689
2,https://jobs.productsthatcount.com/companies/uber/jobs/28625641-lead-product-manager-uber-connect-consumer-growth#content,Qualifications,"['Minimum 6 years experience delivering successful and innovative products with your fingerprints all over them', 'Consumer growth experience. You would have directly worked on growing usage and engagement of a tech consumer product, ideally within a marketplace business. You are familiar with consumer funnel analysis, experiment design, marketing tech, CRM, and conversion tactics', 'Technical savviness. Can manifest in different ways: a computer science undergraduate degree, hands-on software engineering experience, or experiences building complex software products side by side with engineers. Technical understanding must go from the highest abstractions down to the metal', 'Attention to detail. The ability to obsess over every single part of the experience', ""Customer obsession. The ability to take on complex product challenges and find elegant, simplifying solutions to avoid making them our user's and partner’s problems"", 'Finger-tippiness with data. You find a way to get the data you need and whip it into an insightful story with no help. You know how to maximise this data to make decisions without getting stuck in analysis paralysis', 'A “Driver” mentality. You are biased toward action, a great collaborator, a master disambiguator/simplifier, and constantly pushing toward clarity and delivery', 'Grittiness. You never hesitate to roll up your sleeves and tackle something hands-on', 'A high bar across the board — from your own contributions to the people you work with to the products you work on', 'A true passion for Uber’s mission, our products, and the company’s hybrid technology/operations nature', 'A never-ending desire to grow and learn']",,2023-08-16 14:42:39.158427
3,https://jobs.productsthatcount.com/companies/uber/jobs/28625638-lead-product-manager-uber-connect-consumer-growth#content,Qualifications,"['Minimum 6 years experience delivering successful and innovative products with your fingerprints all over them', 'Consumer growth experience. You would have directly worked on growing usage and engagement of a tech consumer product, ideally within a marketplace business. You are familiar with consumer funnel analysis, experiment design, marketing tech, CRM, and conversion tactics', 'Technical savviness. Can manifest in different ways: a computer science undergraduate degree, hands-on software engineering experience, or experiences building complex software products side by side with engineers. Technical understanding must go from the highest abstractions down to the metal', 'Attention to detail. The ability to obsess over every single part of the experience', ""Customer obsession. The ability to take on complex product challenges and find elegant, simplifying solutions to avoid making them our user's and partner’s problems"", 'Finger-tippiness with data. You find a way to get the data you need and whip it into an insightful story with no help. You know how to maximise this data to make decisions without getting stuck in analysis paralysis', 'A “Driver” mentality. You are biased toward action, a great collaborator, a master disambiguator/simplifier, and constantly pushing toward clarity and delivery', 'Grittiness. You never hesitate to roll up your sleeves and tackle something hands-on', 'A high bar across the board — from your own contributions to the people you work with to the products you work on', 'A true passion for Uber’s mission, our products, and the company’s hybrid technology/operations nature', 'A never-ending desire to grow and learn']",,2023-08-16 14:42:41.027171
4,https://jobs.productsthatcount.com/companies/uber/jobs/28625637-lead-product-manager-uber-connect-consumer-growth#content,Qualifications,"['Minimum 6 years experience delivering successful and innovative products with your fingerprints all over them', 'Consumer growth experience. You would have directly worked on growing usage and engagement of a tech consumer product, ideally within a marketplace business. You are familiar with consumer funnel analysis, experiment design, marketing tech, CRM, and conversion tactics', 'Technical savviness. Can manifest in different ways: a computer science undergraduate degree, hands-on software engineering experience, or experiences building complex software products side by side with engineers. Technical understanding must go from the highest abstractions down to the metal', 'Attention to detail. The ability to obsess over every single part of the experience', ""Customer obsession. The ability to take on complex product challenges and find elegant, simplifying solutions to avoid making them our user's and partner’s problems"", 'Finger-tippiness with data. You find a way to get the data you need and whip it into an insightful story with no help. You know how to maximise this data to make decisions without getting stuck in analysis paralysis', 'A “Driver” mentality. You are biased toward action, a great collaborator, a master disambiguator/simplifier, and constantly pushing toward clarity and delivery', 'Grittiness. You never hesitate to roll up your sleeves and tackle something hands-on', 'A high bar across the board — from your own contributions to the people you work with to the products you work on', 'A true passion for Uber’s mission, our products, and the company’s hybrid technology/operations nature', 'A never-ending desire to grow and learn']",,2023-08-16 14:42:43.188964
5,https://jobs.productsthatcount.com/companies/uber/jobs/28625633-lead-product-manager-global-intelligence-investments#content,Qualifications,"['Product Experience: Minimum 6+ years of PM experience delivering successful and innovative products with your fingerprints all over them.', 'Leadership Experience: Prior experience crafting coherent product visions, multi-year strategies, and roadmaps that your team and the business rallies behind.', 'Data Savviness: You can find the data needed and whip it into an insightful story while knowing how to use this data to make decisions and prevent getting stuck in analysis paralysis.']",,2023-08-16 14:42:44.958912
6,https://jobs.productsthatcount.com/companies/uber/jobs/28625622-group-product-manager-search#content,Qualifications,"[""Minimum 7 years of experience delivering highly successful and innovative consumer Internet products with your fingerprints all over them - you're extremely proud of what you've accomplished."", 'Customer obsession: a clear track record of delivering elegant solutions for true user problems!', 'A computer science, statistics, or engineering undergraduate degree or equivalent, preferably including hands-on software development experience']",,2023-08-16 14:42:46.514121
7,https://jobs.productsthatcount.com/companies/uber/jobs/28625621-group-product-manager-search#content,Qualifications,"[""Minimum 7 years of experience delivering highly successful and innovative consumer Internet products with your fingerprints all over them - you're extremely proud of what you've accomplished."", 'Customer obsession: a clear track record of delivering elegant solutions for true user problems!', 'A computer science, statistics, or engineering undergraduate degree or equivalent, preferably including hands-on software development experience']",,2023-08-16 14:42:47.943032
8,https://jobs.productsthatcount.com/companies/uber/jobs/28625618-lead-product-manager-uber-connect-consumer-growth#content,Qualifications,"['Minimum 6 years experience delivering successful and innovative products with your fingerprints all over them', 'Consumer growth experience. You would have directly worked on growing usage and engagement of a tech consumer product, ideally within a marketplace business. You are familiar with consumer funnel analysis, experiment design, marketing tech, CRM, and conversion tactics', 'Technical savviness. Can manifest in different ways: a computer science undergraduate degree, hands-on software engineering experience, or experiences building complex software products side by side with engineers. Technical understanding must go from the highest abstractions down to the metal', 'Attention to detail. The ability to obsess over every single part of the experience', ""Customer obsession. The ability to take on complex product challenges and find elegant, simplifying solutions to avoid making them our user's and partner’s problems"", 'Finger-tippiness with data. You find a way to get the data you need and whip it into an insightful story with no help. You know how to maximise this data to make decisions without getting stuck in analysis paralysis', 'A “Driver” mentality. You are biased toward action, a great collaborator, a master disambiguator/simplifier, and constantly pushing toward clarity and delivery', 'Grittiness. You never hesitate to roll up your sleeves and tackle something hands-on', 'A high bar across the board — from your own contributions to the people you work with to the products you work on', 'A true passion for Uber’s mission, our products, and the company’s hybrid technology/operations nature', 'A never-ending desire to grow and learn']",,2023-08-16 14:42:49.166833
9,https://jobs.productsthatcount.com/companies/uber/jobs/28625616-group-product-manager-search#content,Qualifications,"[""Minimum 7 years of experience delivering highly successful and innovative consumer Internet products with your fingerprints all over them - you're extremely proud of what you've accomplished."", 'Customer obsession: a clear track record of delivering elegant solutions for true user problems!', 'A computer science, statistics, or engineering undergraduate degree or equivalent, preferably including hands-on software development experience']",,2023-08-16 14:42:55.412218
