,url,keyword,terms,error,access_date
2,https://www.builtinnyc.com/job/product/senior-product-manager-data-analytics-saas/232644,Requirements,"['5-10+ years of product management or related experience at software technology companies.', 'Experience with data driven platforms, products, and features in data analytics a plus.', 'Experience managing SaaS products across various stages of the product lifecycle.', 'Experience connecting products to company strategy via goals and metrics.', 'Experience managing a portfolio of features, with transparency and visibility into progress and planning.\xa0', 'A proven track record of making insightful decisions and nuanced tradeoffs, balancing numerous priorities and requests across multiple groups of external and internal stakeholders and customers, to accomplish great things.', 'Experience with optimization using customer feedback, data, and metrics.', 'Excellent written communication and presentation skills for audiences across skill levels and technical aptitudes.']",,2023-08-16 13:51:50.547770
4,https://www.builtinnyc.com/job/product/lead-product-manager-crypto-payments-platform/221802,You Have,Take Control of Your Finances,,2023-08-16 13:52:17.425382
5,https://www.builtinnyc.com/job/product/staff-product-manager-portfolio-accounting/228943,Requirements,Key Expectations,,2023-08-16 13:52:18.680612
6,https://www.builtinnyc.com/job/product/group-product-manager-platform/221804,About You,You have a growth mindset and want to be challenged. You have a high bar and want to be a difference-maker in the organization. You’ll bring a sense of urgency that matches the incredible opportunity we have ahead of us.,,2023-08-16 13:52:19.987329
7,https://www.builtinnyc.com/job/product/product-manager-trading/229308,Requirements,"[""Bachelor's degree in Business, Finance, or a related field."", '3+ years of experience in product or operations management, preferably in a fintech or marketplace environment.', 'Experience working with and/or managing a team of engineers', 'In-depth understanding of the operations and dynamics of secondary marketplaces, including transaction execution, order management, and regulatory compliance. Experience with trading platforms, securities exchanges, or similar markets is highly desirable.', 'Strong attention to detail with the ability to analyze complex data sets, identify patterns, and extract meaningful insights. Proficiency in using analytics tools and platforms to derive actionable recommendations.', 'Proven track record of solving complex problems, making data-driven decisions, and implementing effective solutions.\xa0', 'Ability to work under pressure and manage multiple priorities in a fast-paced environment.']",,2023-08-16 13:52:21.831231
8,https://www.builtinnyc.com/job/product/manager-product-development/232274,Qualifications,,,2023-08-16 13:52:23.883140
9,https://www.builtinnyc.com/job/product/technical-product-manager-data-lake-and-metadata-management/228790,Requirements,,,2023-08-16 13:52:25.247556
0,https://www.builtinnyc.com/job/product/staff-product-manager-ad-experiences/232667,Qualifications,,,2023-08-16 14:07:26.667731
1,https://www.builtinnyc.com/job/product/technical-product-manager/228620,You Have,"['4+ years experience working as a PM for technical B2B products with developers personas.', '2+ years experience working in Web3 and a firm grasp of the Web3 ecosystem, and a desire to stay current on the latest developments.', 'A strong ability to deliver products/features end-to-end with minimal supervision.', 'An ability to analyze and use data (if exists) as an input for developing products as well as be comfortable in driving early products with absence of data.', 'A strong ability to collaborate with and influence a diverse group of internal and external stakeholders.', ""Bonus: Bachelor's or Master's degree in Computer Science or related fields.""]",,2023-08-16 14:07:27.968653
2,https://www.builtinnyc.com/job/product/product-manager/228668,Requirements,Here are a few indicators that you're the right person ,,2023-08-16 14:07:29.684702
4,https://www.builtinnyc.com/job/product/senior-product-manager/221543,About You,"['Scope, specify, design and drive the completion of new features in partnership with engineering and technical leaders across multiple teams.', 'Balance myriad factors including market, customers, and team to prioritize what we build and what we do not build.', 'Collaborate with sales and marketing to plan, execute and bring new features to market.', 'Gain deep knowledge of the streaming and database ecosystem to understand requirements.', 'Conduct basic research, experimentation, interviews, and usability testing to decrease uncertainty and increase confidence that what we build satisfies customer needs and desires.', 'Use data and analytics and to help understand how customers use Materialize and define metrics to understand where we have success.']",,2023-08-16 14:08:05.598485
5,https://www.builtinnyc.com/job/product/product-manager/231506,You Have,,,2023-08-16 14:08:07.272665
6,https://www.builtinnyc.com/job/product/product-manager-support/231481,Requirements,,,2023-08-16 14:08:09.127453
7,https://www.builtinnyc.com/job/product/senior-product-manager/222327,Requirements,"['7+ years of Product Management experience, with a Computer Science background or equivalent technical expertise.', 'Passion for shipping tools and products for developers, such as client libraries, APIs, and IDE extensions.', 'Experience working at the intersection of software and hardware, such as robotics, IoT, or mobile devices.\xa0', 'Strong customer empathy and the ability to understand developer pain points.', 'Excellent written and verbal communication skills, enabling you to collaborate with people from different parts of the company.', 'Experience with the entire product development process, from ideation to launch and post-launch monitoring.', 'Customer-facing experience is strongly preferred.\xa0']",,2023-08-16 14:08:10.945565
8,https://www.builtinnyc.com/job/product/senior-product-manager-platform-iam/228757,Qualifications,"Consistent with the Americans with Disabilities Act (ADA) and federal or state disability laws, Fastly will provide reasonable accommodations for applicants and employees with disabilities. If reasonable accommodation is needed to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please contact your Recruiter, or the Fastly Employee Relations team at [email protected] or 501-287-4901.  ",,2023-08-16 14:08:12.827874
9,https://www.builtinnyc.com/job/product/product-manager-venn-platform/222424,Qualifications,,,2023-08-16 14:08:14.647835
0,https://www.builtinnyc.com/job/product/leadprincipal-product-manager-subscriptions-payments/231738,You Have,"['Prior experience with Subscriptions Management Systems ( Zuora, Recurly or similar), Payment Gateways (Chase, Braintree, Stripe, Paypal, Adyen, or similar), Fraud identifications/prevention tools (Safetech, Microsoft, Kount, ZFP or similar) and other 3rd party providers for tax collection, automatic refunds, payment recovery, and user disputes', 'The ability to write/manipulate SQL to independently pull data/analyses/synthesis to drive decisions', 'Experience in management consulting or investment banking']",,2023-08-16 14:08:31.547388
1,https://www.builtinnyc.com/job/product/associate-product-manager/225106,Requirements,,,2023-08-16 14:08:33.382991
2,https://www.builtinnyc.com/job/product/associate-product-manager/221664,You Have,Ideal Candidate:,,2023-08-16 14:08:35.513650
5,https://www.builtinnyc.com/job/product/sr-product-manager-alpha-ai/228067,Requirements,"['Comfortable writing detailed product specs and documentation (e.g. Confluence, Notion, etc.)', 'Familiarity with data analytics tools: SQL, Mixpanel, Segment, Looker, etc.', 'Familiarity with product tools: Jira, Asana, Pivotal Tracker, Monday, etc.', 'Experience working with a global team']",,2023-08-16 14:09:46.839676
6,https://www.builtinnyc.com/job/product/senior-product-manager-platform-technology/221825,Qualifications,"['5+ years of technology product management experience.', 'Experience with an online live service game or product.']",,2023-08-16 14:09:47.936118
7,https://www.builtinnyc.com/job/product/senior-product-manager/231131,You Have,#LI-Hybrid,,2023-08-16 14:09:49.663543
8,https://www.builtinnyc.com/job/product/product-manager/231130,You Have,#LI-Hybrid,,2023-08-16 14:09:51.403295
9,https://www.builtinnyc.com/job/product/senior-product-manager-protocol/221975,Requirements,"In this role, you will:",,2023-08-16 14:09:53.042241
11,https://www.builtinnyc.com/job/product/product-manager-mobile-app/227036,Qualifications,"['3+ years of experience in mobile product management in financial services', 'Familiarity using research, experimentation and product analytics to guide decision making', 'Experience writing technical requirement and working closely with engineers to develop features', 'Experience with fast iterations on mobile apps that use React Native', 'QA experience']",,2023-08-16 14:10:28.823160
14,https://www.builtinnyc.com/job/product/product-manager-growth-and-onboarding-nyc/219976,Requirements,"['5-10 years of work experience in Product Management, Growth, Business\xa0Operations, or Strategy Consulting', 'Minimum\xa02\xa0years in\xa0Product Management / Business owner role', 'A love of data – can analyze a marketing funnel to size growth opportunities, build tests to measure the impact, and synthesize raw data into actionable campaigns for new and existing initiatives', 'Structured thinker and ability to solve complex problems and manage projects', 'Demonstrated track record in growth experimentation', 'Candidate should have an understanding of fintech peer group, disruptors, vendor landscape and emerging providers', 'Candidate should have experience working cross functionally including Product, Analytics, Engineering, Business Development and CRM platforms', 'Strong presentation skills a must', 'Self-starter with drive to succeed in a quickly changing business environment']",,2023-08-16 14:11:34.699962
18,https://www.builtinnyc.com/job/product/product-manager-fintech-nyc/219975,WHAT WE'RE LOOKING FOR,"What you will doYou'll work with our Growth PM, CTO/Engineering team, and Design teams to prioritize backlogs and scope new work to be done.You'll help prioritize what new product features we need to build from start to finish: through conception, research, implementation, and maintenance. For example, you might create an internal micro-service to recognize specific legal documents coming back to us from a particular state (e.g., Wyoming). Or you might help us add currency conversion capabilities to our banking product to help our customers effortlessly send money around the world using doola Banking.You'll help gather customer feedback to improve performance and reliability or polish existing features. For example, you might make it easier to select different add-ons on the user sign-up flow that picks their final order.You'll build internal tools to support simplicity and productivity for the whole team. Internal tools might include working with our backend engineers to create a microservice to help our customer experience team to be able to remove or add extra services to a company's account.",,2023-08-16 14:13:20.849202
0,https://www.builtinnyc.com/job/product/svp-general-manager-product-management-b2b/231147,Requirements,"[' BA required/MA or MBA preferred', ' Minimum of 10+ years in B2B leadership role', ' Experience in business transformation with a proven track record of consistent delivery against business plans and targets', ' P&L leadership and mindset with a strong track record of growth', ' Strong financial analysis capabilities', ' Proven experience building a culture of data-driven decision-making, action, and delivery', ' Proven ability to collaborate across growth, technology, sales, operations, and marketing teams to optimize and expand product offerings and solutions while driving growth and delivering of customer promise', ' Robust understanding of consumer behavior', ' Proven executive presence, strategic capabilities, effective collaborator, and superior influencing skills', ' Demonstrated experience developing and providing sound, data-driven guidance and decisions to senior business leadership on sales strategies and performance', ' Demonstrates influential leadership with authentic motivation capabilities, and proven ability to successfully manage through transformation and change']",,2023-08-16 14:27:11.641776
1,https://www.builtinnyc.com/job/product/manager-product-management-consumer-authentication/216162,We want you if you are,"[""Intellectually Curious .  You ask why, you explore, you're not afraid to blurt out your crazy idea or follow an email chain for weeks to find someone with an answer. Comfortable with ambiguity, a hunger to learn and a seeker of new challenges."", ""Communicator & Influencer.  You can communicate complex ideas clearly regardless of your audience. Our team knows their priorities and why they're doing what they're doing. You always can rally associates to work with you."", ""Do-er.  You're biased toward action, you try things and sometimes you fail. You can get around roadblocks and stay focused on your goals. You're well organized, able to multitask and able to prioritize your work."", ""Passionate & Customer Focus .  You care about growing others and bringing them together around what's possible. You get a thrill from the journey of building and shipping products, and you have a desire and ability to connect with our external or internal customers to fully understand their needs."", 'Learner.  You have an appetite to learn new things or new technologies all while exhibiting humbleness when the time comes to ask for help.', 'Team Player.  You enjoy working with diverse people and driving the team toward a common goal. You have the ability to put the team before yourself and establish long-lasting relationships.']",,2023-08-16 14:27:13.631674
2,https://www.builtinnyc.com/job/product/principal-product-manager-enterprise-encryption/230765,Requirements,"CompensationAt Atlassian, we tie our base pay ranges to role and level. In the United States, that means your base pay ranges will fall into one of three geographic pay zones depending on your location. Our current base pay ranges for new hires in each zone are:Zone A: $190,400 - $253,800Zone B: $171,400 - $228,500Zone C: $158,000 - $210,700Within each range, base pay is ultimately determined based on your skills, expertise, and experience. This role may also be eligible for benefits, bonuses, commissions, and/or equity.Please visit go.atlassian.com/payzones for more information on which locations are included in each of our geographic pay zones. However, please confirm the zone for your specific location with your recruiter.Our perks & benefitsAtlassian offers a variety of perks and benefits to support you, your family and to help you engage with your local community. Our offerings include health coverage, paid volunteer days, wellness resources, and so much more. Visit go.atlassian.com/perksandbenefits to learn more.About AtlassianAt Atlassian, we're motivated by a common goal: to unleash the potential of every team. Our software products help teams all over the planet and our solutions are designed for all types of work. Team collaboration through our tools makes what may be impossible alone, possible together.We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.To provide you the best experience, we can support with accommodations or adjustments at any stage of the recruitment process. Simply inform our Recruitment team during your conversation with them.Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.To learn more about our culture and hiring process, visit go.atlassian.com/crh.",,2023-08-16 14:27:15.806780
3,https://www.builtinnyc.com/job/product/senior-product-manager-client-libraries-and-ecosystems/227829,You Have,"[' New hire stock equity (RSUs) and employee stock purchase plan (ESPP)', ' Continuous professional development, product training, and career pathing', ' Intra-departmental mentor and buddy program for in-house networking', ' An inclusive company culture, ability to join our Community Guilds', ' Access to Inclusion Talks, our Internal panel discussions', ' Free, global Spring Health benefits for employees and dependents age 6+', 'Competitive global benefits']",,2023-08-16 14:27:17.887918
5,https://www.builtinnyc.com/job/product/senior-product-manager-real-user-monitoring-product-offerings/230710,Requirements,"['You have a proven track record as a product manager, ideally at a SaaS company.', 'You get things done and are motivated by the impact your actions have around you.', ""You have a Bachelor's Degree in Computer Science or Engineering or equivalent experience."", '5+ years of Product Management experience', 'Bonus you have experience building an analytics product']",,2023-08-16 14:32:16.130730
6,https://www.builtinnyc.com/job/product/senior-manager-cybersecurity-product-management/230791,About You,"[' You have strong consulting and analytical skills', ' You have the ability to foster collaborative, open, working relationships with technology groups and other stakeholders, including vendor relationships', ' You have demonstrated clear communication skills and ability to interact effectively at all levels of an organization, and to influence senior management and executives (Including translating technical information based on specific audiences)', ' You have experience managing multiple high-visibility and high-impact enterprise cybersecurity projects with cross-functional teams while maintaining superior results including planning, development and management of technical requirements, design, testing and deployment of security solutions', ' You have a passion for cybersecurity']",,2023-08-16 14:32:22.694158
7,https://www.builtinnyc.com/job/product/growth-product-manager/216048,About You,"['4+ years of product management experience focused on growth.', 'Demonstrated track record of generating and testing product hypotheses through quick experimentation', 'Experience with hypothesis-driven A/B testing, experiment design, and basic statistical analysis', 'Strong user empathy and an eagerness to understand the world from our users’ perspectives', 'Exceptional cross-functional communication and collaboration skills', 'Creativity and vision that allow you to take leaps when data is not available']",,2023-08-16 14:32:29.653082
8,https://www.builtinnyc.com/job/product/senior-product-manager-web-app/227835,You Have,"Peloton does not accept unsolicited agency resumes. Agencies should not forward resumes to our jobs alias, Peloton employees or any other organization location. Peloton is not responsible for any agency fees related to unsolicited resumes.",,2023-08-16 14:32:33.466256
9,https://www.builtinnyc.com/job/product/product-manager/227267,Requirements,"You are inherently curious and persistent in your desire to understand the root cause of any problem. You have a track record of delivering multiple complex products on time, with broad reach and measurable impact. You are a creative, innovative product thinker who can partner with design, engineering, and investment teams to create simple and delightful experiences, even in the face of complex constraints and requirements.",,2023-08-16 14:32:42.031247
10,https://www.builtinnyc.com/job/product/lead-product-manager-payments/227171,You Have,"['6-8 years of product experience with progressive levels of responsibility, and at least 3 of those years being in the Payments space\xa0', 'Excellent communication (written + verbal) skills and ability to build genuine, collaborative relationships throughout all levels of the org', 'Demonstrated experience managing complex and cross-functional initiatives including planning, execution, and delivery', 'Proven ability of influencing others through both direct and indirect authority and leadership', 'Strong decision making skills with a balanced view of data, domain expertise, and gut instinct']",,2023-08-16 14:32:46.245299
11,https://www.builtinnyc.com/job/product/staff-product-manager-enterprise-data/220103,You Have,"['8+ years of experience in product management with at least 2 years in a leadership role.', 'Strong business acumen with the ability to develop a strategic vision for the product. You ideally have experience setting and delivering on a long-term Data product vision', 'Proven ability to solve problems in an ambiguous environment with constant change', 'Experience working with enterprise clients and incorporating their business and technical needs into the broader product strategy', 'Excellent written and verbal communication skills.']",,2023-08-16 14:32:50.571238
12,https://www.builtinnyc.com/job/product/lead-product-manager-payments/227172,You Have,"['6-8 years of product experience with progressive levels of responsibility, and at least 3 of those years being in the Payments space\xa0', 'Excellent communication (written + verbal) skills and ability to build genuine, collaborative relationships throughout all levels of the org', 'Demonstrated experience managing complex and cross-functional initiatives including planning, execution, and delivery', 'Proven ability of influencing others through both direct and indirect authority and leadership', 'Strong decision making skills with a balanced view of data, domain expertise, and gut instinct']",,2023-08-16 14:32:56.050190
13,https://www.builtinnyc.com/job/product/senior-product-manager-lab/224571,You Have,"[""Bachelor's Degree or military experience"", 'At least 5 years of experience in product management or at least 5 years of experience in product design, agile delivery, business analysis, data science, or software engineering ']",,2023-08-16 14:33:07.053213
